id,submitdate,lastpage,startlanguage,seed,startdate,datestamp,ipaddr,G01Q30_researcher,G01Q30_code,department,sex,birth,year,order,entrance,entrance_other,locality,attempt,attempt_other,activities_education,activities_research,activities_entertainment,activities_socialnet,activities_busdevelop,activities_shopping,activities_gambling,activities_creativity,activities_other,frequency_friends,frequency_cultural,frequency_tavern,frequency_sports,frequency_museum,frequency_excursion,frequency_cinema,dropout_Aca01,dropout_Aca03,dropout_Aca04,dropout_Pers06,dropout_Pers08,dropout_Pers09,dropout_Inst12,dropout_Inst13,dropout_Inst14,dropout_Soc16,dropout_Soc20,dropout_SocNew,dropout_Eco22,dropout_Eco23,dropout_Eco24,affcomm_ac1,affcomm_ac2,affcomm_ac3,affcomm_ac4,affcomm_ac5,affcomm_ac6,burnout_ex01,burnout_ex03,burnout_ex04,burnout_md09,burnout_md11,burnout_md13,burnout_ci14,burnout_ci17,burnout_ci18,burnout_ei19,burnout_ei20,burnout_ei23,burnout_plc01,burnout_plc02,burnout_plc03,burnout_plc04,burnout_plc05,burnout_psc06,burnout_psc07,burnout_psc08,burnout_psc09,burnout_psc10,engagement_VI1,engagement_VI2,engagement_DE2,engagement_DE3,engagement_VI3,engagement_AB3,engagement_DE4,engagement_AB4,engagement_AB5,iat_TM01,iat_TM02,iat_EC03,iat_EC04,iat_TM05,iat_WN06,iat_WN07,iat_WN08,iat_WN09,iat_EC10,iat_EC11,iat_EC12,iat_EC13,iat_TM14,iat_EC15,iat_TM16,iat_TM17,iat_EC18,iat_EC19,iat_EC20,hads01,hads02,hads03,hads04,hads05,hads06,hads07,hads08,hads09,hads10,hads11,hads12,hads13,hads14,interviewtime,groupTime283,G01Q30Time,departmentTime,sexTime,birthTime,yearTime,orderTime,entranceTime,localityTime,attemptTime,activitiesTime,frequencyTime,groupTime282,dropoutTime,affcommTime,burnoutTime,engagementTime,iatTime,groupTime285,hads01Time,hads02Time,hads03Time,hads04Time,hads05Time,hads06Time,hads07Time,hads08Time,hads09Time,hads10Time,hads11Time,hads12Time,hads13Time,hads14Time,Dropout.irt,Academic.irt,Personal.irt,Institutional.irt,Social.irt,Economical.irt,IAT.irt,EmotionalConflict.irt,TimeManagement.irt,WorkNeglect.irt,Burnout.irt,Exhaustion.irt,MentalDistance.irt,CognitiveImpairment.irt,EmotionalImpairment.irt,Psychologic.irt,Psychosomatic.irt,Engagement.irt,Absorption.irt,Dedication.irt,Vigor.irt,AffeComm.irt,HADS.irt,Anxiety.irt,Depression.irt,Burnout,Exhaustion,MentalDistance,CognitiveImpairment,EmotionalImpairment,PsychologicalComplaints,PsychosomaticComplaints,Engagement,Absorption,Dedication,Vigor,Dropout,Academic,Personal,Institutional,Social,Economical,Anxiety,Depression,IntAdd,EmotionalConflict,TimeManagement,WorkNeglect,IATscore,Salience,ExcUse,Neglect,Anticipation,LackControl,NeglectSL
1380,1/2/2024 12:08:10,3,el,976245232,1/2/2024 12:02:27,1/2/2024 12:08:10,85.75.98.0,Α,1136,cheng,2,2005,1,1,1,#N/A,N,1,#N/A,1,#N/A,1,#N/A,#N/A,1,#N/A,#N/A,#N/A,4,2,3,4,1,2,1,3,3,2,2,2,1,4,5,4,4,3,5,3,2,4,SQ006,SQ004,SQ003,SQ002,SQ002,SQ005,2,1,3,2,1,2,4,4,4,3,3,3,1,4,4,3,4,4,4,5,4,1,3,4,5,4,3,3,4,2,3,4,4,1,1,5,1,2,4,2,3,1,0,1,3,1,2,3,3,0,1,A2,D2,D1,A3,A2,D2,D2,A2,A3,D1,D1,A3,A2,D1,"339,1","68,22",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"226,09",#N/A,#N/A,#N/A,#N/A,#N/A,"44,79",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"68,6",94,89,43,18,99,"70,3333333333333",63,79,69,"60,5",14,32,97,99,75,96,"70,3333333333333",30,84,97,10,93,94,92,"2,66666666666667",2,"1,66666666666667",4,3,"3,2","3,6","3,44444444444444","2,66666666666667","4,33333333333333","3,33333333333333","4,33333333333333","5,33333333333333","3,66666666666667","3,66666666666667",4,5,"2,28571428571429","1,28571428571429","2,1","1,2","3,5","2,25","2,1",1,3,"2,33333333333333","1,5","3,33333333333333",1
1381,1/2/2024 12:14:17,3,el,1979622907,1/2/2024 12:08:25,1/2/2024 12:14:17,85.75.98.0,Α,1137,cheng,1,2005,1,1,1,#N/A,1,1,#N/A,1,#N/A,1,#N/A,#N/A,#N/A,#N/A,1,#N/A,2,3,3,2,2,3,3,6,6,4,1,1,6,4,5,7,5,3,4,7,7,7,SQ006,SQ006,SQ006,SQ004,SQ005,SQ005,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,5,4,4,5,4,3,5,4,2,1,1,3,2,1,3,1,3,3,0,0,1,1,2,4,0,0,0,A1,D0,D0,A0,A1,D0,D0,A0,A1,D0,D1,A0,A1,D0,"347,9","68,38",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"240,48",#N/A,#N/A,#N/A,#N/A,#N/A,"39,04",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"17,8",31,36,9,5,8,"56,3333333333333",54,61,54,"18,25",14,20,1,38,1,37,"73,3333333333333",92,84,44,72,37,37,37,"1,33333333333333",2,1,"1,33333333333333",1,"1,2","1,4","3,77777777777778","4,33333333333333","4,33333333333333","2,66666666666667","2,33333333333333","2,66666666666667","1,33333333333333","2,66666666666667",4,1,"0,714285714285714",0,"1,6","0,9","2,66666666666667","1,75","1,6","0,8","1,4",2,2,3,1
1382,1/2/2024 12:21:07,3,el,538079191,1/2/2024 12:14:35,1/2/2024 12:21:07,85.75.98.0,Α,1138,cheng,1,2004,1,4,1,#N/A,N,1,#N/A,#N/A,#N/A,1,1,#N/A,1,1,#N/A,#N/A,2,1,2,5,1,3,1,1,4,4,5,7,1,4,7,4,1,1,1,1,7,7,SQ001,SQ001,SQ007,SQ007,SQ007,SQ001,5,1,1,5,5,3,2,2,5,2,1,5,5,5,5,5,5,1,1,3,5,1,0,0,0,0,0,0,0,0,0,3,0,3,3,2,0,0,5,1,3,0,0,0,3,1,3,2,0,0,0,A3,D3,D2,A1,A3,D3,D3,A1,A3,D2,D1,A3,A2,D2,"389,2","74,03",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"259,57",#N/A,#N/A,#N/A,#N/A,#N/A,"55,6",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"80,6",94,100,25,97,87,"53,3333333333333",55,49,56,60,16,100,39,85,98,65,0,0,0,0,100,97,95,99,"3,08333333333333","2,33333333333333","4,33333333333333",3,"2,66666666666667",5,"2,2",0,0,0,0,"4,86666666666667",5,"6,33333333333333",3,7,3,"2,14285714285714","2,14285714285714","1,45",1,"2,16666666666667","1,5","1,45","0,8","1,2",2,0,"2,33333333333333",3
1383,1/2/2024 12:26:54,3,el,216195020,1/2/2024 12:21:30,1/2/2024 12:26:54,85.75.98.0,Α,1139,cheng,2,2005,1,1,1,#N/A,1,1,#N/A,1,#N/A,1,1,#N/A,1,#N/A,#N/A,#N/A,5,2,3,5,1,4,1,6,5,4,1,2,3,2,3,1,3,6,5,7,7,7,SQ007,SQ006,SQ002,SQ001,SQ002,SQ006,5,3,3,2,1,1,2,3,2,3,2,2,2,5,2,3,1,2,5,2,5,2,3,1,4,2,2,2,2,2,2,4,1,0,2,3,1,0,3,0,4,3,1,0,2,0,3,1,0,0,0,A1,D1,D0,A3,A3,D0,D1,A1,A1,D1,D1,A2,A1,D0,"320,1","61,28",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"210,24",#N/A,#N/A,#N/A,#N/A,#N/A,"48,58",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45,4",40,74,95,10,8,"48,3333333333333",56,52,37,"56,75",88,28,24,87,50,90,"9,33333333333333",8,16,4,8,69,73,65,"2,41666666666667","3,66666666666667","1,33333333333333","2,33333333333333","2,33333333333333","2,6","3,2","2,22222222222222",2,"2,66666666666667",2,"3,2",3,"2,66666666666667",6,"3,33333333333333",1,"1,57142857142857","0,428571428571429","1,4",1,"2,33333333333333",1,"1,4",1,"1,4","1,33333333333333","1,5","2,33333333333333",1
1384,1/2/2024 12:34:41,3,el,1455252616,1/2/2024 12:27:11,1/2/2024 12:34:41,85.75.98.0,Α,1140,cheng,1,2005,1,1,1,#N/A,N,1,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,1,1,#N/A,3,1,2,5,1,1,1,6,3,3,2,4,3,4,6,6,2,5,2,5,4,4,SQ006,SQ004,SQ003,SQ004,SQ003,SQ003,5,4,4,3,2,5,5,4,4,3,2,3,4,3,3,1,2,1,1,2,5,1,1,1,2,1,2,2,3,1,2,3,2,0,2,2,5,3,2,3,1,1,1,1,2,1,1,1,1,1,1,A1,D1,D0,A2,A0,D0,D1,A3,A2,D0,D1,A0,A2,D2,"446,23","62,88",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"320,68",#N/A,#N/A,#N/A,#N/A,#N/A,"62,67",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"60,2",68,95,12,41,85,"58,6666666666667",59,35,82,"95,75",98,92,99,94,27,57,"1,66666666666667",4,1,0,33,69,77,61,"3,66666666666667","4,33333333333333","3,33333333333333","4,33333333333333","2,66666666666667","2,6",2,"1,66666666666667","1,66666666666667",2,"1,33333333333333","3,8",4,"3,66666666666667","2,66666666666667",5,"3,66666666666667","1,71428571428571","0,571428571428571","1,7",1,"1,83333333333333","3,25","1,7",1,"1,8","3,33333333333333",2,"1,33333333333333",1
1385,1/2/2024 12:40:52,3,el,2092472181,1/2/2024 12:35:16,1/2/2024 12:40:52,85.75.98.0,Α,1141,cheng,1,2005,1,1,1,#N/A,N,1,#N/A,#N/A,#N/A,1,#N/A,#N/A,1,1,#N/A,#N/A,4,1,3,5,1,3,4,5,3,4,3,6,4,5,6,6,1,1,4,5,5,5,SQ004,SQ003,SQ006,SQ006,SQ006,SQ001,3,3,3,4,4,3,3,3,2,2,2,2,4,4,3,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,4,4,1,2,4,2,2,3,2,3,2,1,1,4,2,3,2,3,2,3,A0,D2,D1,A0,A0,D0,D2,A1,A1,D3,D1,A0,A1,D3,"331,88","70,52",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"221,93",#N/A,#N/A,#N/A,#N/A,#N/A,"39,43",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69,73,99,8,97,68,"76,6666666666667",84,80,66,"72,25",64,100,47,78,36,29,4,0,1,11,98,61,26,96,"2,83333333333333",3,"3,66666666666667","2,66666666666667",2,"2,6",1,"1,44444444444444",1,"1,66666666666667","1,66666666666667","3,93333333333333",4,"4,33333333333333","2,33333333333333",6,3,"0,571428571428571","1,57142857142857","2,5",2,"3,5","2,25","2,5","1,8","3,6","2,33333333333333",2,3,"1,5"
1386,1/2/2024 12:59:48,3,el,1673046527,1/2/2024 12:50:36,1/2/2024 12:59:48,85.75.98.0,Α,1142,ece,1,2003,3,2,1,#N/A,N,1,#N/A,1,#N/A,1,1,#N/A,1,#N/A,#N/A,#N/A,2,2,3,2,1,2,2,6,4,4,1,1,6,5,3,5,5,1,4,6,5,5,SQ006,SQ005,SQ004,SQ003,SQ003,SQ004,3,2,1,2,1,2,4,3,3,1,1,2,3,2,1,1,3,1,1,1,1,2,1,2,4,4,3,2,6,5,5,4,3,2,3,3,0,1,3,2,1,3,2,0,2,2,3,0,0,2,0,A0,D2,D1,A0,A1,D1,D0,A1,A1,D0,D1,A1,A0,D3,"548,41","291,58",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"174,26",#N/A,#N/A,#N/A,#N/A,#N/A,"82,57",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39,51,36,39,19,50,60,72,55,53,"43,5",12,32,83,47,2,32,"62,3333333333333",90,85,12,26,"46,5",19,74,"2,08333333333333",2,"1,66666666666667","3,33333333333333","1,33333333333333",2,"1,2","3,55555555555556",4,"4,66666666666667",2,"3,13333333333333","3,33333333333333","1,33333333333333","3,66666666666667","4,66666666666667","2,66666666666667","0,428571428571429",1,"1,8","1,5","2,5","1,5","1,8","1,4","1,8","1,66666666666667",2,2,"2,5"
1387,1/2/2024 13:09:07,3,el,1025262921,1/2/2024 13:00:21,1/2/2024 13:09:07,85.75.98.0,Α,1143,ece,1,2003,3,4,1,#N/A,N,1,#N/A,1,1,1,1,#N/A,1,#N/A,1,1,4,2,4,4,1,2,2,6,5,5,4,3,2,5,4,4,1,1,6,6,5,6,SQ003,SQ003,SQ006,SQ006,SQ006,SQ002,4,3,2,4,3,1,3,3,2,1,1,1,3,2,2,1,1,2,2,1,3,2,1,1,2,2,1,3,2,0,2,2,2,0,0,3,3,4,3,0,3,3,2,1,3,1,2,4,0,1,0,A0,D1,D2,A0,A1,D0,D1,A0,A1,D1,D1,A0,A1,D1,"522,24","97,79",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"322,61",#N/A,#N/A,#N/A,#N/A,#N/A,"101,84",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"61,8",34,97,44,97,37,"62,3333333333333",61,62,64,"60,25",58,98,47,38,4,57,"1,66666666666667",3,2,0,99,56,29,83,"2,33333333333333",3,"2,66666666666667","2,66666666666667",1,"1,8",2,"1,55555555555556","1,66666666666667",2,1,"3,66666666666667","2,66666666666667","4,33333333333333","3,66666666666667","5,33333333333333","2,33333333333333","0,571428571428571","0,857142857142857","1,85","1,1","2,66666666666667","2,5","1,85","1,6","1,4",2,"3,5",3,0
1388,1/2/2024 13:16:04,3,el,792220449,1/2/2024 13:09:27,1/2/2024 13:16:04,85.75.98.0,Α,1144,ece,1,2003,3,3,1,#N/A,N,1,#N/A,1,#N/A,1,1,1,#N/A,#N/A,1,1,3,2,3,5,2,3,2,5,6,4,2,1,6,4,4,3,3,3,6,6,6,6,SQ005,SQ005,SQ005,SQ004,SQ004,SQ004,4,3,3,3,2,2,3,5,3,2,2,2,3,3,3,2,2,2,1,2,2,2,2,2,2,3,1,1,3,2,2,5,2,0,1,3,3,5,3,2,4,3,2,0,1,2,4,3,3,0,1,A1,D1,D0,A0,A1,D0,D1,A1,A1,D0,D1,A1,A1,D2,"392,52","104,14",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"241,16",#N/A,#N/A,#N/A,#N/A,#N/A,"47,22",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"45,2",42,48,67,42,27,"75,6666666666667",75,71,81,"81,25",78,75,94,78,34,51,"8,66666666666667",5,10,11,60,51,41,61,"2,83333333333333","3,33333333333333","2,33333333333333","3,66666666666667",2,"2,6","1,8",2,"1,66666666666667","2,66666666666667","1,66666666666667",3,3,"1,66666666666667","4,33333333333333",4,2,"0,857142857142857","0,571428571428571","2,35","1,6",3,"3,25","2,35","1,6","2,4","2,66666666666667",4,"3,33333333333333","0,5"
1389,1/2/2024 13:21:47,3,el,1807318398,1/2/2024 13:16:19,1/2/2024 13:21:47,85.75.98.0,Α,1145,ece,2,2001,5,1,1,#N/A,N,1,#N/A,1,1,1,1,#N/A,1,#N/A,1,#N/A,4,3,2,4,1,2,2,4,2,2,3,1,4,3,3,3,3,3,5,5,5,5,SQ002,SQ003,SQ005,SQ005,SQ005,SQ002,3,3,3,4,2,3,4,4,4,3,2,2,3,4,4,4,4,2,4,4,4,5,2,2,2,1,2,3,3,2,2,4,3,1,1,4,5,2,3,1,1,2,1,0,2,1,4,4,1,2,1,A1,D2,D1,A1,A2,D0,D0,A2,A2,D1,D1,A2,A1,D2,"323,89","114,11",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"157,84",#N/A,#N/A,#N/A,#N/A,#N/A,"51,94",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"71,6",93,74,81,42,68,72,62,82,72,"85,25",64,93,97,87,89,95,"11,3333333333333",12,1,21,93,"71,5",67,76,"3,08333333333333",3,3,4,"2,33333333333333","3,8","3,8","2,11111111111111","2,33333333333333",2,2,"4,06666666666667","5,33333333333333","2,66666666666667",5,"4,33333333333333",3,"1,42857142857143","0,857142857142857","2,15","1,1","3,5","2,75","2,15",1,"2,2",3,2,4,1
1390,1/2/2024 13:27:44,3,el,1049556374,1/2/2024 13:22:03,1/2/2024 13:27:44,85.75.98.0,Α,1146,ece,1,2003,3,1,1,#N/A,N,1,#N/A,1,#N/A,1,1,#N/A,#N/A,#N/A,1,#N/A,3,3,4,4,3,3,3,5,7,5,1,1,7,5,4,3,3,3,4,6,6,7,SQ007,SQ006,SQ004,SQ003,SQ003,SQ006,3,2,3,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,3,2,4,4,5,5,5,5,6,5,5,3,0,0,1,3,1,1,2,0,0,4,3,0,0,0,3,4,0,0,0,A1,D1,D0,A0,A0,D0,D0,A1,A1,D0,D4,A0,A0,D1,"337,25","72,97",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"223,83",#N/A,#N/A,#N/A,#N/A,#N/A,"40,45",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,27,29,59,42,18,46,54,50,34,28,42,28,4,38,3,42,"98,3333333333333",97,98,100,20,"23,5",21,26,"1,66666666666667","2,66666666666667","1,33333333333333","1,66666666666667",1,"1,6","1,6","4,88888888888889",5,"5,33333333333333","4,33333333333333","2,73333333333333","2,33333333333333",1,4,"4,66666666666667","1,66666666666667","0,428571428571429","0,714285714285714","1,25","0,8","2,16666666666667",1,"1,25","0,6","0,6",1,"2,5","3,33333333333333","0,5"
1391,1/2/2024 13:32:57,3,el,858538916,1/2/2024 13:27:56,1/2/2024 13:32:57,85.75.98.0,Α,1147,ece,#N/A,2003,3,4,1,#N/A,N,1,#N/A,1,#N/A,1,1,1,1,#N/A,#N/A,1,3,1,4,5,3,2,3,6,3,3,2,1,7,4,3,4,3,1,7,7,6,7,SQ007,SQ006,SQ001,SQ001,SQ001,SQ007,4,1,1,1,1,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,6,5,2,6,5,6,4,2,0,0,2,5,5,3,0,1,0,0,0,1,0,0,2,0,0,0,A0,D1,D0,A0,A0,D0,D1,A0,A1,D0,D4,A0,A0,D1,"297,38","89,14",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"158,48",#N/A,#N/A,#N/A,#N/A,#N/A,"49,76",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"50,4",68,40,63,71,10,"47,3333333333333",32,34,76,"31,5",9,32,47,38,0,29,96,97,100,91,9,24,13,35,"1,91666666666667",2,2,"2,66666666666667",1,1,1,"4,66666666666667","4,33333333333333",6,"3,66666666666667","3,06666666666667",4,"1,33333333333333","4,33333333333333","4,33333333333333","1,33333333333333","0,142857142857143","0,857142857142857","1,25","0,1","1,83333333333333","3,25","1,25","0,2","1,4","2,66666666666667","2,5","1,33333333333333",0
1392,1/2/2024 15:55:20,3,el,1958941851,1/2/2024 15:42:02,1/2/2024 15:55:20,85.75.98.0,Α,1148,ece,1,2003,3,3,1,#N/A,N,1,#N/A,1,1,1,1,#N/A,1,#N/A,#N/A,#N/A,3,2,3,4,2,2,3,4,4,5,4,4,5,4,4,4,3,3,5,5,4,4,SQ005,SQ004,SQ004,SQ005,SQ003,SQ005,2,2,2,3,2,1,3,3,3,2,3,2,4,4,4,3,2,4,2,4,4,2,3,3,4,3,2,2,4,3,4,5,3,1,3,3,2,2,3,1,2,3,3,0,3,2,4,5,2,1,1,A1,D1,D1,A1,A1,D0,D1,A1,A2,D1,D1,A1,A2,D1,"794,04",74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"671,75",#N/A,#N/A,#N/A,#N/A,#N/A,"48,29",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69,69,96,53,42,85,"75,3333333333333",80,87,59,60,14,68,62,96,80,91,"59,3333333333333",56,49,73,53,74,72,76,"2,33333333333333",2,2,3,"2,33333333333333","3,4","3,2","3,11111111111111",3,"3,66666666666667","2,66666666666667","3,86666666666667","3,66666666666667","3,66666666666667",4,"4,33333333333333","3,66666666666667","1,42857142857143","0,714285714285714","2,45","1,8","3,83333333333333",2,"2,45","1,6","2,8",2,"2,5",4,2
1393,1/2/2024 16:03:37,3,el,1317008332,1/2/2024 15:55:37,1/2/2024 16:03:37,85.75.98.0,Α,1149,ece,1,2003,3,1,1,#N/A,1,1,#N/A,1,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,3,4,3,2,2,2,2,4,6,5,2,2,7,6,2,2,2,6,6,6,6,SQ002,SQ004,SQ002,SQ006,SQ006,SQ002,3,2,1,4,3,2,5,4,4,2,2,1,2,3,3,1,3,1,3,2,2,2,1,1,1,1,2,2,0,1,1,4,0,0,1,0,4,1,0,1,1,1,0,1,0,1,1,2,1,0,0,A1,D2,D0,A1,A1,D0,D1,A0,A1,D1,D1,A0,A1,D0,"475,23","158,38",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"265,74",#N/A,#N/A,#N/A,#N/A,#N/A,"51,11",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"65,2",83,97,36,83,27,"35,6666666666667",46,21,40,"69,5",12,99,99,68,21,58,0,0,0,0,94,"56,5",42,71,"2,75",2,3,"4,33333333333333","1,66666666666667","2,4",2,"1,11111111111111","1,33333333333333","0,666666666666667","1,33333333333333","3,6",4,"4,33333333333333",3,"4,66666666666667",2,"0,857142857142857","0,571428571428571","0,95","0,6","1,16666666666667","1,5","0,95","0,6",1,"1,66666666666667",1,1,"0,5"
1394,1/2/2024 16:09:40,3,el,686047447,1/2/2024 16:03:51,1/2/2024 16:09:40,85.75.98.0,Α,1150,ece,1,2003,3,1,1,#N/A,1,1,#N/A,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,4,5,5,3,4,4,6,2,2,2,4,3,6,6,6,6,SQ004,SQ007,SQ005,SQ002,SQ005,SQ007,3,3,4,3,3,1,2,2,2,2,3,3,2,4,4,2,1,2,1,2,3,5,3,1,4,4,2,5,3,3,1,1,1,0,0,4,2,3,3,1,0,3,2,0,1,0,3,1,0,1,0,A1,D1,D1,A1,A0,D0,D1,A0,A1,D0,D1,A0,A1,D0,"345,18","84,54",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"213,35",#N/A,#N/A,#N/A,#N/A,#N/A,"47,29",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"58,6",59,95,94,18,27,"49,6666666666667",47,39,63,"70,75",82,95,8,98,56,69,"25,6666666666667",16,57,4,36,"49,5",35,64,"2,58333333333333","3,33333333333333","2,33333333333333",2,"2,66666666666667","2,6","2,6","2,88888888888889",3,"3,66666666666667",2,"3,73333333333333","3,66666666666667","3,33333333333333",6,"3,66666666666667",2,"0,714285714285714","0,428571428571429","1,3","0,6","1,83333333333333","2,25","1,3","0,6","0,6",2,3,"2,66666666666667",0
1395,1/2/2024 16:14:51,3,el,1928589821,1/2/2024 16:09:53,1/2/2024 16:14:51,85.75.98.0,Α,1151,ece,1,2003,3,1,1,#N/A,N,1,#N/A,1,#N/A,1,1,1,#N/A,#N/A,#N/A,1,2,2,4,4,2,4,3,6,6,5,2,1,7,6,4,5,2,2,2,6,6,6,SQ005,SQ004,SQ003,SQ004,SQ003,SQ005,3,4,3,2,2,2,2,2,2,2,2,3,2,3,3,2,1,1,1,1,2,1,3,3,4,4,3,2,5,2,4,3,1,0,0,0,4,2,1,1,2,2,4,0,1,2,3,2,2,2,1,A1,D1,D1,A0,A2,D0,D1,A1,A2,D0,D1,A0,A1,D0,"295,29","82,01",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"167,86",#N/A,#N/A,#N/A,#N/A,#N/A,"45,42",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"39,6",26,40,22,83,27,53,73,34,52,"59,25",82,59,8,88,25,33,67,45,77,79,31,"60,5",57,64,"2,41666666666667","3,33333333333333",2,2,"2,33333333333333","2,2","1,2","3,33333333333333","2,66666666666667","4,33333333333333",3,"2,93333333333333","2,33333333333333","1,33333333333333",3,6,2,"1,14285714285714","0,428571428571429","1,65","1,5","1,66666666666667",2,"1,65",2,"1,6",2,2,"1,66666666666667",0
1396,1/2/2024 16:19:29,3,el,1727929682,1/2/2024 16:15:02,1/2/2024 16:19:29,85.75.98.0,Α,1152,ece,1,2003,3,1,1,#N/A,N,1,#N/A,1,1,1,1,1,1,#N/A,#N/A,#N/A,2,4,4,2,1,2,2,4,7,6,3,1,7,6,4,3,3,5,7,7,5,7,SQ007,SQ003,SQ001,SQ001,SQ001,SQ003,1,1,1,3,3,3,1,2,1,1,1,1,1,5,5,1,2,1,1,1,1,1,6,6,6,5,6,0,5,6,5,3,0,0,2,0,2,3,3,1,0,0,0,0,1,0,1,2,0,0,0,A1,D1,D0,A0,A0,D0,#N/A,A1,A0,D0,D4,A0,A1,D3,"263,27","70,54",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"153,13",#N/A,#N/A,#N/A,#N/A,#N/A,"39,6",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33,32,52,50,18,13,"39,6666666666667",35,21,63,"34,75",2,98,1,38,71,29,"95,6666666666667",88,99,100,27,"30,5",27,34,"1,58333333333333",1,3,"1,33333333333333",1,"2,8",1,5,"3,66666666666667","5,33333333333333",6,"2,46666666666667","2,33333333333333","1,66666666666667","3,66666666666667",3,"1,66666666666667","0,571428571428571","1,16666666666667","0,9","0,2","1,16666666666667","2,25","0,9",0,"0,8",2,"1,5",1,1
