"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","G01Q30_researcher","G01Q30_code","department","sex","birth","year","order","entrance","entrance_other","locality","attempt","attempt_other","activities_education","activities_research","activities_entertainment","activities_socialnet","activities_busdevelop","activities_shopping","activities_gambling","activities_creativity","activities_other","frequency_friends","frequency_cultural","frequency_tavern","frequency_sports","frequency_museum","frequency_excursion","frequency_cinema","dropout_Aca01","dropout_Aca03","dropout_Aca04","dropout_Pers06","dropout_Pers08","dropout_Pers09","dropout_Inst12","dropout_Inst13","dropout_Inst14","dropout_Soc16","dropout_Soc20","dropout_SocNew","dropout_Eco22","dropout_Eco23","dropout_Eco24","affcomm_ac1","affcomm_ac2","affcomm_ac3","affcomm_ac4","affcomm_ac5","affcomm_ac6","burnout_ex01","burnout_ex03","burnout_ex04","burnout_md09","burnout_md11","burnout_md13","burnout_ci14","burnout_ci17","burnout_ci18","burnout_ei19","burnout_ei20","burnout_ei23","burnout_plc01","burnout_plc02","burnout_plc03","burnout_plc04","burnout_plc05","burnout_psc06","burnout_psc07","burnout_psc08","burnout_psc09","burnout_psc10","engagement_VI1","engagement_VI2","engagement_DE2","engagement_DE3","engagement_VI3","engagement_AB3","engagement_DE4","engagement_AB4","engagement_AB5","iat_TM01","iat_TM02","iat_EC03","iat_EC04","iat_TM05","iat_WN06","iat_WN07","iat_WN08","iat_WN09","iat_EC10","iat_EC11","iat_EC12","iat_EC13","iat_TM14","iat_EC15","iat_TM16","iat_TM17","iat_EC18","iat_EC19","iat_EC20","hads01","hads02","hads03","hads04","hads05","hads06","hads07","hads08","hads09","hads10","hads11","hads12","hads13","hads14","interviewtime","groupTime283","G01Q30Time","departmentTime","sexTime","birthTime","yearTime","orderTime","entranceTime","localityTime","attemptTime","activitiesTime","frequencyTime","groupTime282","dropoutTime","affcommTime","burnoutTime","engagementTime","iatTime","groupTime285","hads01Time","hads02Time","hads03Time","hads04Time","hads05Time","hads06Time","hads07Time","hads08Time","hads09Time","hads10Time","hads11Time","hads12Time","hads13Time","hads14Time","lca_class","cluster.x","student_profile","cluster.y","cluster"
567,2023-12-06 21:32:51,3,"el",1037883788,2023-12-06 21:28:10,2023-12-06 21:32:51,"78.87.199.0","Β",7,"phiso",1,2003,3,1,1,NA,"N","1",NA,1,1,1,1,NA,NA,NA,1,NA,5,3,2,5,3,2,3,6,7,3,1,1,7,4,3,3,2,2,1,3,4,3,"SQ006","SQ004","SQ003","SQ002",NA,"SQ005",3,3,3,2,1,2,2,1,2,1,1,1,3,3,3,3,3,1,1,1,2,1,4,3,4,4,3,4,4,3,4,3,2,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,"A1","D1","D1","A2","A2","D0","D2","A1","A2","D1","D1","A1","A2","D1",277.81,69.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.39,NA,NA,NA,NA,NA,41.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"4","Socially_Engaged_Learners","4","4"
568,2023-12-06 21:38:17,3,"el",880041593,2023-12-06 21:33:18,2023-12-06 21:38:16,"78.87.199.0","Β",8,"phiso",1,2003,3,3,1,NA,"N","1",NA,1,NA,1,1,NA,1,NA,NA,NA,4,2,4,3,2,3,3,6,4,4,3,1,3,4,1,2,1,1,4,4,3,1,NA,"SQ005","SQ006","SQ006","SQ006","SQ004",5,3,3,4,1,1,2,2,1,1,1,1,3,5,5,1,3,2,1,1,1,1,2,0,3,3,1,4,2,0,0,1,1,1,0,0,0,4,2,0,0,0,0,0,1,0,3,2,1,1,1,"A3","D1","D1","A2","A3","D1","D0","A1","A3","D2","D1","A1","A1","D1",295.76,89.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.61,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
569,2023-12-06 21:46:47,3,"el",1718276811,2023-12-06 21:41:44,2023-12-06 21:46:47,"78.87.199.0","Β",9,"phiso",2,1983,3,1,1,NA,"N","1",NA,1,NA,1,NA,1,1,NA,NA,NA,2,2,4,4,4,2,4,6,6,5,1,1,7,1,1,1,1,1,3,2,2,2,"SQ007","SQ006","SQ001","SQ001","SQ001","SQ007",3,3,3,4,1,1,1,1,4,4,3,1,4,4,4,4,3,3,4,3,5,5,2,1,4,4,3,6,6,3,6,5,3,3,2,3,3,5,4,4,4,3,2,NA,1,0,1,1,3,4,3,"A3","D3","D2","A3","A3","D0","D1","A3","A2","D2","D1","A2","A2","D1",299.47,83.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.55,NA,NA,NA,NA,NA,45.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"4","Socially_Engaged_Learners","4","4"
570,2023-12-06 21:52:20,3,"el",265669928,2023-12-06 21:47:10,2023-12-06 21:52:20,"78.87.199.0","Β",10,"phiso",2,2003,3,4,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,1,NA,5,3,4,3,3,2,3,7,6,5,5,1,7,5,4,4,5,6,6,5,5,6,"SQ003","SQ004","SQ004","SQ004","SQ002","SQ004",3,2,2,3,1,3,2,3,2,3,2,2,2,4,3,3,3,3,2,3,3,2,1,2,0,1,5,4,2,2,1,2,1,1,1,2,3,3,2,1,2,1,1,1,1,1,2,2,1,2,1,"A1","D1","D2","A2","A2","D0","D1","A2","A2","D2","D1","A2","A2","D1",307.15,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.75,NA,NA,NA,NA,NA,61.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
571,2023-12-06 22:14:56,3,"el",2011287851,2023-12-06 22:07:26,2023-12-06 22:14:56,"78.87.199.0","Β",11,"phiso",2,2003,3,2,1,NA,"1","1",NA,1,1,1,1,NA,NA,NA,NA,NA,3,2,3,2,2,2,3,6,4,4,1,1,6,4,7,4,3,1,7,6,6,7,"SQ006","SQ006","SQ001","SQ001","SQ001","SQ004",2,2,3,1,1,1,2,1,2,1,1,1,1,4,4,5,1,5,2,2,3,4,3,3,5,4,4,3,5,4,4,4,1,0,0,1,4,2,1,0,0,1,1,0,0,0,3,1,0,0,0,"A2","D1","D0","A2","A2","D0","D0","A3","A2","D0","D4","A2","A1","D0",446.31,106.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.65,NA,NA,NA,NA,NA,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
572,2023-12-06 22:42:37,3,"el",1885169465,2023-12-06 22:39:13,2023-12-06 22:42:37,"78.87.199.0","Β",12,"phiso",2,NA,3,2,1,NA,"1","1",NA,NA,1,1,NA,NA,1,NA,1,1,4,3,3,2,2,3,2,7,6,5,1,1,6,6,6,5,6,4,6,4,5,3,"SQ006","SQ005","SQ002","SQ002","SQ002","SQ007",1,3,2,1,1,2,2,2,2,2,1,1,4,2,2,2,2,2,3,1,3,2,5,4,5,5,4,3,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.75,68.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.88,NA,NA,NA,NA,NA,6.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
573,2023-12-06 22:47:41,3,"el",1695546034,2023-12-06 22:43:09,2023-12-06 22:47:41,"78.87.199.0","Β",13,"phiso",2,2003,3,2,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,1,4,3,4,4,3,3,3,6,7,5,1,1,6,6,6,5,5,4,5,6,6,6,"SQ006","SQ005","SQ003","SQ001","SQ001","SQ007",2,2,2,1,1,3,2,2,1,1,3,4,4,5,5,5,2,3,4,4,3,2,5,5,6,6,5,6,6,5,6,4,1,1,0,2,0,3,0,0,4,0,0,0,4,0,4,1,0,1,0,"A2","D1","D1","A3","A2","D0","D1","A1","A2","D1","D4","A3","A1","D0",268.54,65.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.24,NA,NA,NA,NA,NA,39.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"4","Socially_Engaged_Learners","4","4"
574,2023-12-06 22:54:24,3,"el",1275723416,2023-12-06 22:48:07,2023-12-06 22:54:24,"78.87.199.0","Β",14,"phiso",2,2003,3,4,1,NA,"N","1",NA,NA,1,1,1,NA,1,NA,1,NA,4,2,4,1,2,2,2,6,2,2,5,1,5,4,4,5,3,3,6,6,5,5,"SQ002","SQ004","SQ003","SQ001","SQ001","SQ002",3,2,2,4,3,3,3,3,2,2,2,2,4,3,3,1,1,3,4,3,3,2,1,1,0,1,2,1,2,1,0,4,3,1,1,1,3,1,3,2,3,2,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.87,59.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.14,NA,NA,NA,NA,NA,6.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
575,2023-12-06 22:55:40,3,"el",345712736,2023-12-06 22:49:13,2023-12-06 22:55:40,"85.75.98.0","Α",471,"fysio",1,2005,1,3,1,NA,"N","1",NA,NA,NA,1,1,NA,NA,1,NA,NA,5,2,4,4,1,3,1,6,5,4,2,2,6,6,3,4,2,2,4,6,5,6,"SQ006","SQ002","SQ003","SQ006","SQ002","SQ004",4,3,3,3,2,3,2,3,4,2,3,3,5,4,3,1,1,1,1,2,2,2,3,5,5,4,6,3,3,3,4,4,1,1,2,2,2,4,3,1,1,2,2,2,4,1,3,3,2,1,0,"A1","D1","D1","A0","A1","D1","D0","A1","A1","D1","D1","A0","A1","D0",383.65,69.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.1,NA,NA,NA,NA,NA,58.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
576,2023-12-06 23:03:05,3,"el",906522285,2023-12-06 22:55:13,2023-12-06 23:03:05,"78.87.199.0","Β",15,"phiso",2,2003,3,4,1,NA,"N","1",NA,NA,1,1,1,NA,1,NA,NA,NA,4,2,3,2,2,2,3,6,3,4,4,1,5,5,1,NA,3,2,4,6,5,6,"SQ003","SQ004","SQ005","SQ006","SQ006","SQ003",3,2,3,4,2,2,3,3,2,1,1,1,2,3,4,2,3,1,2,3,1,3,2,1,2,1,0,2,5,1,1,4,2,1,1,2,3,1,3,0,1,0,1,1,4,1,0,2,0,0,0,"A1","D2","D1","A1","A1","D0","D1","A1","A2","D1","D1","A2","A2","D3",469.51,135.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.3,NA,NA,NA,NA,NA,55.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
577,2023-12-06 23:09:06,3,"el",7551296,2023-12-06 23:02:29,2023-12-06 23:09:06,"85.75.98.0","Α",472,"fysio",1,2005,1,3,1,NA,"N","1",NA,NA,NA,1,1,NA,1,1,NA,1,5,3,3,4,1,2,2,5,5,4,3,1,5,6,7,6,3,1,4,4,5,7,"SQ004","SQ001","SQ004","SQ005","SQ003","SQ001",4,2,3,2,4,1,3,3,3,1,1,1,1,2,1,1,1,1,2,1,2,1,0,2,4,4,4,4,4,4,3,0,5,5,1,1,0,2,0,0,1,2,2,2,4,1,5,0,0,4,0,"A0","D1","D0","A1","A1","D1","D0","A3","A1","D0","D4","A0","A0","D1",394.05,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.56,NA,NA,NA,NA,NA,60.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
578,2023-12-06 23:19:26,3,"el",818782875,2023-12-06 23:12:56,2023-12-06 23:19:26,"85.75.98.0","Α",473,"fysio",2,2005,1,2,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,NA,4,2,4,3,3,2,2,5,4,4,1,1,6,5,2,3,2,2,6,6,5,6,"SQ006","SQ004","SQ003","SQ004","SQ004","SQ004",2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,4,1,3,3,2,3,3,2,3,4,4,3,4,1,1,0,2,1,1,1,1,1,1,1,1,0,1,2,2,0,0,0,"A0","D1","D1","A1","A0","D0","D0","A0","A1","D0","D4","A0","A0","D1",387.18,83.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.08,NA,NA,NA,NA,NA,50.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
579,2023-12-06 23:25:45,3,"el",1422733588,2023-12-06 23:19:51,2023-12-06 23:25:45,"85.75.98.0","Α",474,"fysio",2,2005,1,1,1,NA,"1","1",NA,NA,NA,1,1,NA,1,NA,NA,NA,3,1,2,5,2,2,2,5,5,5,1,4,4,4,4,4,5,6,3,4,7,7,"SQ005","SQ003","SQ004","SQ004","SQ004","SQ007",5,5,5,4,1,4,5,5,5,4,4,2,1,5,5,5,5,1,1,1,2,1,2,5,6,6,0,0,3,6,5,3,3,0,1,3,4,0,2,2,1,4,0,0,4,2,4,3,4,2,2,"A3","D2","D1","A1","A1","D0","D0","A3","A2","D2","D4","A1","A2","D3",351.19,87.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.53,NA,NA,NA,NA,NA,53.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
580,2023-12-06 23:34:38,3,"el",812187458,2023-12-06 23:26:20,2023-12-06 23:34:38,"85.75.98.0","Α",475,"fysio",1,2004,1,4,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,NA,5,3,4,5,3,3,3,6,5,4,1,1,5,6,6,6,6,5,5,7,6,7,"SQ007","SQ005","SQ003","SQ001","SQ001","SQ007",3,3,3,2,1,4,3,3,2,2,1,3,1,2,3,1,2,1,1,1,2,1,5,5,5,5,3,4,6,6,6,3,1,1,1,2,1,0,1,0,1,0,0,0,2,0,3,2,1,0,0,"A1","D1","D0","A1","A1","D0","D0","A1","A2","D0","D4","A0","A0","D0",494.12,94.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.04,NA,NA,NA,NA,NA,87.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"4","Socially_Engaged_Learners","4","4"
581,2023-12-06 23:41:39,3,"el",481563117,2023-12-06 23:35:08,2023-12-06 23:41:39,"85.75.98.0","Α",476,"fysio",1,2005,1,2,1,NA,"N","1",NA,1,1,1,1,1,1,NA,NA,NA,5,4,5,4,2,5,4,6,3,5,2,2,4,5,5,3,6,6,4,4,4,4,"SQ003","SQ002","SQ002","SQ006","SQ006","SQ004",3,3,3,3,4,4,2,2,2,4,4,3,3,3,2,2,2,3,3,3,3,2,3,4,4,2,1,3,3,3,2,3,3,3,3,3,2,2,2,4,4,2,2,1,1,1,2,2,1,0,1,"A0","D1","D0","A0","A2","D0","D1","A2","A3","D0","D4","A0","A0","D0",388.8,111.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.56,NA,NA,NA,NA,NA,58.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"4","Socially_Engaged_Learners","4","4"
582,2023-12-06 23:49:41,3,"el",1240262281,2023-12-06 23:42:03,2023-12-06 23:49:41,"85.75.98.0","Α",477,"fysio",1,2005,1,4,1,NA,"N","1",NA,NA,NA,NA,1,NA,NA,1,NA,NA,3,2,4,3,2,4,3,4,1,4,3,1,3,3,1,4,1,3,3,5,3,2,"SQ003","SQ002","SQ001","SQ001","SQ001","SQ001",4,4,4,4,1,1,5,5,5,3,1,1,5,1,4,1,5,1,5,3,5,3,0,0,1,0,0,0,2,2,0,4,3,1,0,1,3,0,1,5,1,1,4,0,3,2,4,4,0,2,3,"A0","D2","D2","A0","A0","D3","D2","A0","A2","D2","D1","A0","A1","D1",456.37,69.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.83,NA,NA,NA,NA,NA,110.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
583,2023-12-07 09:15:01,3,"el",998423069,2023-12-07 09:07:55,2023-12-07 09:15:01,"109.178.164.0","Α",478,"fysio",2,2005,1,1,1,NA,"N","1",NA,1,NA,1,1,NA,NA,NA,1,NA,4,3,3,4,2,3,3,6,5,4,3,4,3,5,6,5,1,1,7,5,6,5,"SQ004","SQ002","SQ005","SQ005","SQ007","SQ001",4,4,3,5,3,3,4,3,3,3,2,2,1,4,2,1,1,1,2,1,3,2,2,0,2,2,1,3,2,3,3,2,1,0,1,3,3,0,3,0,0,0,0,0,0,3,3,3,3,0,1,"A1","D2","D1","A1","A2","D1","D2","A2","A1","D1","D1","A1","A1","D0",423.21,82.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.66,NA,NA,NA,NA,NA,77.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
584,2023-12-07 09:27:03,3,"el",801386219,2023-12-07 09:16:05,2023-12-07 09:27:03,"109.178.164.0","Α",479,"fysio",2,2004,1,2,1,NA,"N","2",NA,1,1,1,1,NA,1,NA,1,1,3,1,4,3,1,3,3,5,1,1,2,1,4,1,2,1,1,1,1,6,7,7,"SQ005","SQ007","SQ003","SQ007","SQ002","SQ006",5,5,5,5,4,3,4,5,5,4,5,5,5,5,4,3,3,1,1,1,1,1,0,1,1,2,1,3,3,3,2,5,5,0,3,4,5,0,2,0,3,0,1,0,4,5,5,1,0,0,0,"A1","D0","D0","A0","A1","D0","D0","A0","A0","D0","D4","A1","A1","D0",655.46,82.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.4,NA,NA,NA,NA,NA,75.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2","Consumer_Oriented_Socialites","2","2"
585,2023-12-07 09:32:42,3,"el",508867946,2023-12-07 09:27:30,2023-12-07 09:32:42,"109.178.164.0","Α",480,"fysio",2,2004,1,3,4,NA,"N","2",NA,1,1,1,1,NA,1,1,NA,1,2,3,3,1,4,3,3,5,4,3,1,1,5,4,2,2,1,1,1,1,3,3,"SQ005","SQ004","SQ004","SQ004","SQ004","SQ004",1,1,1,3,1,1,3,2,2,2,1,1,1,5,3,1,3,1,2,3,4,2,2,2,3,3,2,0,3,3,2,2,0,0,0,0,0,2,0,0,2,2,2,0,0,2,4,1,1,0,0,"A1","D1","D0","A1","A2","D0","D0","A2","A2","D0","D1","A1","A1","D0",308.6,92.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.98,NA,NA,NA,NA,NA,59.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4","Socially_Engaged_Learners","4","4"
586,2023-12-07 09:47:32,3,"el",295652711,2023-12-07 09:33:36,2023-12-07 09:47:32,"109.178.164.0","Α",481,"fysio",2,2005,1,1,1,NA,"1","1",NA,1,1,NA,1,NA,NA,NA,NA,NA,4,1,4,2,1,2,3,5,7,6,1,1,5,6,7,5,3,3,7,7,7,7,"SQ007","SQ007","SQ007","SQ003","SQ003","SQ006",3,1,2,1,1,3,3,3,4,1,2,2,5,4,5,4,3,4,2,2,4,2,4,3,3,3,0,4,6,6,5,3,4,1,2,3,3,4,2,1,4,3,2,0,0,2,3,2,2,3,1,"A1","D3","D2","A1","A2","D1","D1","A1","A3","D1","D1","A2","A1","D1",832.91,501.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.11,NA,NA,NA,NA,NA,58.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
587,2023-12-07 09:53:49,3,"el",1680211804,2023-12-07 09:47:47,2023-12-07 09:53:49,"109.178.164.0","Α",482,"fysio",1,2005,1,4,1,NA,"N","1",NA,1,1,1,1,1,1,NA,NA,1,4,2,3,5,2,2,3,5,4,6,2,1,5,6,6,6,4,3,3,5,6,6,"SQ006","SQ005","SQ003","SQ003","SQ002","SQ005",2,3,3,2,2,2,3,2,2,1,3,1,3,3,2,1,2,2,1,1,3,2,4,3,5,4,3,4,5,5,4,4,3,3,2,4,3,2,4,1,3,1,1,2,2,0,1,3,2,2,1,"A1","D2","D1","A0","A1","D1","D0","A1","A1","D1","D1","A0","A1","D1",358.67,111.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.2,NA,NA,NA,NA,NA,50.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"3","Balanced_Learners","3","3"
588,2023-12-07 10:00:35,3,"el",1859126406,2023-12-07 09:54:14,2023-12-07 10:00:35,"109.178.164.0","Α",483,"fysio",2,2004,1,1,1,NA,"N","2",NA,1,1,1,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,2,6,4,4,1,3,6,4,6,6,3,3,6,6,4,7,"SQ006","SQ006","SQ006","SQ004","SQ004","SQ004",3,2,1,1,1,2,3,3,2,2,1,1,3,4,4,3,4,3,4,3,2,2,2,2,3,4,3,1,5,5,4,3,2,1,0,0,0,2,3,3,4,3,3,2,1,1,3,1,1,2,0,"A3","D1","D1","A1","A3","D2","D0","A2","A2","D0","D4","A2","A2","D1",378.56,69.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.55,NA,NA,NA,NA,NA,53.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
589,2023-12-07 10:09:37,3,"el",393392098,2023-12-07 10:00:49,2023-12-07 10:09:37,"109.178.164.0","Α",484,"fysio",1,2005,1,1,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,NA,4,2,4,5,3,2,2,5,4,2,1,1,6,4,5,5,2,3,7,5,5,4,"SQ005","SQ002","SQ002","SQ004","SQ001","SQ004",3,1,3,2,1,3,3,3,2,3,3,1,1,2,4,2,1,1,4,2,3,1,4,3,4,5,2,4,6,6,5,4,1,0,1,2,4,1,1,0,2,1,0,0,1,1,3,1,0,1,0,"A1","D1","D0","A1","A1","D0","D0","A2","A2","D0","D4","A0","A1","D2",524.18,99.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.98,NA,NA,NA,NA,NA,73.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
590,2023-12-07 10:29:26,3,"el",628865612,2023-12-07 10:09:49,2023-12-07 10:29:26,"109.178.164.0","Α",485,"fysio",2,2005,1,1,1,NA,"N","1",NA,1,NA,1,1,NA,1,NA,NA,NA,2,3,2,3,2,2,3,6,4,5,1,1,7,6,5,4,1,1,5,5,7,7,"SQ007","SQ004","SQ005","SQ005","SQ004","SQ004",3,2,3,1,1,1,4,4,1,1,1,1,1,5,4,1,1,1,1,4,4,2,5,5,5,5,4,4,6,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"A1","D1","D0","A1","A0","D0","D0","A1","A1","D0","D4","A1","A0","D0",1175.03,307.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.35,NA,NA,NA,NA,NA,49.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
591,2023-12-07 10:43:32,3,"el",882067916,2023-12-07 10:29:44,2023-12-07 10:43:32,"109.178.164.0","Α",486,"fysio",2,2005,1,3,2,NA,"N","1",NA,1,NA,1,1,NA,1,NA,NA,NA,3,1,5,1,5,3,1,6,1,6,5,2,4,3,1,4,1,1,7,4,4,7,"SQ006","SQ005","SQ003","SQ003","SQ003","SQ004",2,4,4,2,1,2,3,2,2,3,1,1,1,3,3,3,5,5,5,5,4,5,3,3,5,2,1,3,6,3,3,3,0,0,1,3,3,2,1,1,1,1,1,0,0,2,1,2,0,1,0,"A1","D1","D0","A1","A1","D0","D1","A2","A1","D0","D4","A1","A1","D1",490.59,177.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.42,NA,NA,NA,NA,NA,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
592,2023-12-07 10:51:25,3,"el",517353812,2023-12-07 10:45:52,2023-12-07 10:51:25,"109.178.164.0","Α",487,"fysio",1,2005,1,1,1,NA,"N","1",NA,NA,NA,1,1,NA,NA,1,NA,NA,4,2,3,2,1,3,1,6,1,4,2,2,5,1,1,2,1,1,4,7,1,1,"SQ001","SQ001","SQ004","SQ004","SQ004","SQ004",3,5,5,5,3,3,5,3,3,3,1,1,1,5,5,5,1,1,1,1,1,1,3,0,4,4,0,3,6,6,3,2,3,5,2,1,3,0,1,0,0,1,2,2,1,1,0,0,2,0,0,"A1","D1","D3","A0","A0","D2","D1","A1","A2","D0","D1","A1","A1","D2",329.69,79.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.4,NA,NA,NA,NA,NA,79.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
593,2023-12-07 10:58:46,3,"el",1127347760,2023-12-07 10:53:10,2023-12-07 10:58:46,"109.178.164.0","Α",488,"fysio",1,2005,1,2,1,NA,"N","1",NA,1,1,1,1,NA,NA,NA,NA,NA,4,2,4,5,3,3,2,6,5,5,2,2,6,6,6,6,3,3,4,6,6,6,"SQ005","SQ005","SQ004","SQ004","SQ005",NA,3,2,2,2,1,3,3,2,2,1,1,1,2,4,4,1,2,2,2,2,1,2,3,3,3,5,4,5,5,3,4,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,1,2,0,0,"A1","D1","D1","A0","A1","D2","D1","A2","A2","D1","D2","A0","A1","D1",332.22,72.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.31,NA,NA,NA,NA,NA,43.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
